DataPoint #,Frame Axle Mount Inset,Frame FCC Loading Style,Frame FCC Loading Style - Flush,Frame FCC Loading Style - Hanging,Frame Overbody Height,Frame Shape,Frame Shape - Box,Frame Shape - MUTT,Frame Shape - Protector,Frame Shape - SMSS,Frame Underbody Length,Frame Underbody Width,Offload Generator Present,Offload Generator Height,Offload Generator Length,Offload Generator Width,Running Gear Type,Running Gear Type - Four-Wheeled,Running Gear Type - Six-Wheeled,Running Gear Type - Eight-Wheeled,Running Gear Type - Oval Track,Running Gear Type - Trapazoidal Track,Running Gear Type - Parallelogram Track,Running Gear Type - Mattrack,Running Gear Back Mount Inset,Running Gear Front Mount Inset,Running Gear Drive Gear Radius,Running Gear Drive Gear Radius - 5,Running Gear Drive Gear Radius - 6,Running Gear Drive Gear Radius - 7,Running Gear Drive Gear Width,Running Gear Track Thickness,Running Gear Track Width,Running Gear Mattrack Ground Contract Length,Running Gear Mattrack Inset Length,Running Gear Mattrack Length,Running Gear Mattrack Track Width,Running Gear Road Wheel Radius,Running Gear Road Wheel Radius - 3.5,Running Gear Road Wheel Radius - 4,Running Gear Road Wheel Radius - 5,Running Gear Road Wheel Radius - 6,Running Gear Road Wheel Radius - 7,Running Gear Road Wheel Width,Running Gear Wheel Contact Patch Arc,Running Gear Wheel Radius,Running Gear Wheel Width,Steering Type Name,Steering Type Name - Pivot,Steering Type Name - Skid,Steering Type Name - Single Ackerman,Steering Type Name - Dual Ackerman,Winch Present,Winch Stowed Width,Back Deck Overhang in,Running Gear Contact Patch Area in2,SMET FCC Length in,SMET FCC CtoC Turning Diameter in
502,5,2,0,1,19,3,0,0,1,0,74,32,1,15.924,37.055,24.898,1,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,0,0,11,78.17958038,96,109.1787525
503,8,1,1,0,31,3,0,0,1,0,71,57,2,0,0,0,6,0,0,0,0,0,1,0,11.5,7,2,0,1,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,14,1,4,0,0,0,1,1,6.264,3.5,1512.42,80.764,192.9553293
504,3,2,0,1,7,2,0,1,0,0,102,40,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,4,0,0,0,1,0,0,10,63.52090906,122,82.91153046
505,13,1,1,0,23,4,0,0,0,1,131,54,2,0,0,0,5,0,0,0,0,1,0,0,8,9,3,0,0,1,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,18,1,3,0,0,1,0,1,5.914,0,2940,136.914,279.647621
506,9,2,0,1,5,3,0,0,1,0,126,57,1,19.231,28.722,18.908,3,0,0,1,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,0,0,10,185.6765034,146,230.5509435
507,4,1,1,0,31,4,0,0,0,1,77,52,2,0,0,0,4,0,0,0,1,0,0,0,6,7,1,1,0,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,13,1,3,0,0,1,0,0,0,2,0,82,234.1970081
508,9,1,1,0,20,3,0,0,1,0,45,35,1,33.332,24.191,13.89,4,0,0,0,1,0,0,0,5,8,3,0,0,1,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,16,1,1,1,0,0,0,1,3.397,0,0,48.397,81.03869205
509,15,1,1,0,3,3,0,0,1,0,102,51,1,22.477,38.278,14.886,6,0,0,0,0,0,1,0,11.5,7,2,0,1,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,18,1,4,0,0,0,1,0,0,0,1887.592,102,188.4506129
510,3,1,1,0,10,4,0,0,0,1,121,22,1,16.648,33.792,12.654,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,1,4.253,14,166.1316083,149,95.40443753
511,8,1,1,0,8,2,0,1,0,0,60,16,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,3,0,0,1,0,0,0,5,63.52090906,70,55.33556959
512,11,1,1,0,0,1,1,0,0,0,85,36,2,0,0,0,3,0,0,1,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,1,8.026,8,185.6765034,101.026,128.3213837
513,13,2,0,1,32,4,0,0,0,1,81,35,1,17.692,31.295,23.689,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,1,3.484,0,58.63468529,84.484,139.169462
514,9,2,0,1,26,2,0,1,0,0,97,58,1,20.07,24.88,20.064,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,19,1,3,0,0,1,0,0,0,24,0,145,213.5444006
515,9,1,1,0,7,4,0,0,0,1,43,34,2,0,0,0,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,3,0,0,1,0,0,0,8,83.06580416,59,90.34975545
516,3,1,1,0,3,4,0,0,0,1,53,22,1,34.725,33.95,28.157,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,18,1,1,1,0,0,0,1,7.631,30,0,113,115.1216748
517,14,2,0,1,18,3,0,0,1,0,130,30,1,35.469,35.832,13.786,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,1,1,0,0,0,1,2.643,5,139.2573776,140,148.6606875
518,14,1,1,0,4,4,0,0,0,1,87,42,1,29.091,37.25,27.682,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,1,2.865,5,92.8382517,97,110.3727114
519,8,1,1,0,0,1,1,0,0,0,107,47,1,10.759,37.628,16.802,6,0,0,0,0,0,1,0,20,7,1,1,0,0,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,11,1,4,0,0,0,1,1,3.992,12,1981.224,122.992,192.1806358
520,1,2,0,1,0,1,1,0,0,0,78,52,1,23.851,27.993,20.483,5,0,0,0,0,1,0,0,5.5,9,3,0,0,1,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,19,1,2,0,1,0,0,1,6.658,4.5,2128,90.5,189.0667871
521,11,2,0,1,33,2,0,1,0,0,59,40,1,17.577,35.24,25.257,6,0,0,0,0,0,1,0,13,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,11,1,2,0,1,0,0,0,0,2,795.592,61,136.4001466
522,9,1,1,0,0,1,1,0,0,0,92,35,2,0,0,0,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,0,0,4,127.0418181,100,122.0655562
523,5,1,1,0,2,2,0,1,0,0,39,26,1,38.796,29.308,26.686,1,1,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,0,0,15,97.72447548,69,69
524,11,1,1,0,14,2,0,1,0,0,43,57,1,23.616,28.141,26.262,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,20,1,3,0,0,1,0,0,0,22,0,87,82.9295242
525,1,1,1,0,15,2,0,1,0,0,73,33,1,17.937,27.404,25.192,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,12,1,1,1,0,0,0,1,8.501,32,0,137,137
526,7,2,0,1,17,3,0,0,1,0,72,25,2,0,0,0,6,0,0,0,0,0,1,0,14,9,3,0,0,1,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,17,1,2,0,1,0,0,0,0,7,1383.592,81,138.2208378
527,5,2,0,1,4,3,0,0,1,0,120,44,2,0,0,0,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,1,6.748,9,136.8142657,138,175.2369824
528,1,1,1,0,0,3,0,0,1,0,110,17,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0,19,195.448951,148,151.8551942
529,3,2,0,1,12,4,0,0,0,1,56,57,1,36.538,24.204,24.788,5,0,0,0,0,1,0,0,5.5,7,1,1,0,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,19,1,3,0,0,1,0,1,6.576,2.5,1500,65.076,240.7369624
530,11,1,1,0,0,1,1,0,0,0,86,42,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,1,4.083,0,53.74846151,90.083,123.1703978
531,3,2,0,1,0,1,1,0,0,0,73,44,1,15.125,34.125,19.91,5,0,0,0,0,1,0,0,5.5,8,2,0,1,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,11,1,1,1,0,0,0,1,4.347,2.5,2010,80.5,123.7588381
532,9,1,1,0,14,2,0,1,0,0,95,24,2,0,0,0,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,0,0,3,58.63468529,101,92.83724678
533,3,2,0,1,7,2,0,1,0,0,35,36,1,18.352,32.275,27.812,5,0,0,0,0,1,0,0,6,8,3,0,0,1,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,17,1,1,1,0,0,0,1,4.958,3,870,43,43
534,13,1,1,0,24,4,0,0,0,1,39,38,2,0,0,0,5,0,0,0,0,1,0,0,7,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,14,1,1,1,0,0,0,0,0,0,364,39,76.66159404
535,12,2,0,1,32,4,0,0,0,1,106,57,2,0,0,0,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,0,0,1,95.28136359,108,172.1046193
536,2,1,1,0,0,4,0,0,0,1,95,36,1,32.373,24.297,28.133,5,0,0,0,0,1,0,0,7,9,3,0,0,1,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,17,1,4,0,0,0,1,0,0,5,2548,107,170.1806358
537,2,1,1,0,16,3,0,0,1,0,46,25,1,24.915,29.374,24.182,5,0,0,0,0,1,0,0,8,9,3,0,0,1,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,11,1,4,0,0,0,1,1,7.249,6,1176,59.249,117.9295242
538,0,1,1,0,0,1,1,0,0,0,79,50,2,0,0,0,6,0,0,0,0,0,1,0,13,6,1,1,0,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,13,1,1,1,0,0,0,0,0,13,2087.58,98,126.5069168
539,9,2,0,1,33,3,0,0,1,0,60,47,2,0,0,0,4,0,0,0,1,0,0,0,9,7,1,1,0,0,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,19,1,3,0,0,1,0,0,0,0,0,60,207.8590484
540,11,2,0,1,0,1,1,0,0,0,115,25,2,0,0,0,5,0,0,0,0,1,0,0,9,8,2,0,1,0,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,11,1,1,1,0,0,0,0,0,0,2604,115,136.2130684
541,6,1,1,0,28,3,0,0,1,0,59,39,1,12.942,24.991,27.768,5,0,0,0,0,1,0,0,5.5,8,2,0,1,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,11,1,3,0,0,1,0,1,8.193,0,1410,67.193,181.0327446
542,15,2,0,1,0,1,1,0,0,0,87,22,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,3,0,0,1,0,1,2.041,0,63.52090906,89.041,114.9574424
543,5,1,1,0,0,1,1,0,0,0,130,23,1,28.696,28.651,15.851,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,12,1,4,0,0,0,1,1,2.653,28,0,186,120.0843549
544,1,2,0,1,5,3,0,0,1,0,112,25,2,0,0,0,6,0,0,0,0,0,1,0,23,7,1,1,0,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,11,1,1,1,0,0,0,1,7.169,22,2530.32,141.169,159.855205
545,4,2,0,1,13,3,0,0,1,0,80,47,1,28.701,29.842,17.363,5,0,0,0,0,1,0,0,7,9,3,0,0,1,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,19,1,1,1,0,0,0,0,0,3,2160,88,130.9694621
546,9,1,1,0,30,3,0,0,1,0,107,44,2,0,0,0,4,0,0,0,1,0,0,0,5.5,9,3,0,0,1,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,18,1,4,0,0,0,1,0,0,0,0,107,184.9458965
547,14,2,0,1,25,2,0,1,0,0,89,42,1,37.293,35.171,22.857,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,18,1,3,0,0,1,0,1,2.246,19,0,127,159.3190941
548,0,1,1,0,0,1,1,0,0,0,64,54,1,11.718,30.397,19.116,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,15,1,2,0,1,0,0,0,0,33,0,130,169.0088755
549,10,2,0,1,33,3,0,0,1,0,99,41,1,28.541,32.114,19.482,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0,10,195.448951,119,156.7322558
550,0,2,0,1,29,4,0,0,0,1,51,42,2,0,0,0,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,1,5.269,18,87.95202793,87,106.8316433
551,15,1,1,0,0,1,1,0,0,0,60,40,1,31.913,28.835,22.985,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0,5,195.448951,70,106.3014581
552,3,2,0,1,0,1,1,0,0,0,81,33,1,38.012,36.209,25.299,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,2,0,1,0,0,0,0,16,92.8382517,113,142.0035211
553,15,2,0,1,20,3,0,0,1,0,84,55,1,21.354,37.411,20.86,2,0,1,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,1,1,0,0,0,1,5.22,0,102.6106993,89.22,116.5556022
554,2,1,1,0,10,3,0,0,1,0,83,25,1,34.435,30.96,29.078,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,1,8.333,12,68.40713283,107,118.1058847
555,5,1,1,0,27,2,0,1,0,0,103,23,1,14.181,31.417,11.576,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,17,1,1,1,0,0,0,0,0,28,0,159,160.6549097
556,2,1,1,0,0,1,1,0,0,0,74,42,2,0,0,0,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,4,0,0,0,1,0,0,11,95.28136359,96,115.2896576
557,12,1,1,0,31,3,0,0,1,0,39,49,1,23.042,27.422,12.435,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,1,3.481,0,87.95202793,42.481,104.7049266
558,8,1,1,0,0,1,1,0,0,0,89,33,1,21.853,36.344,28.588,6,0,0,0,0,0,1,0,20,8,2,0,1,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,15,1,4,0,0,0,1,1,5.993,12,1625.16,106.993,156.0679825
559,0,1,1,0,1,2,0,1,0,0,79,34,2,0,0,0,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,3,0,0,1,0,0,0,11,80.62269227,101,104.6252272
560,7,2,0,1,15,3,0,0,1,0,105,19,1,34.301,27.715,17.557,6,0,0,0,0,0,1,0,17,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,14,1,3,0,0,1,0,1,3.794,10,2132.816,118.794,212.3612715
561,8,2,0,1,0,1,1,0,0,0,108,53,1,35.799,26.458,15.1,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,0,0,7,73.29335661,122,142.1724305
562,4,1,1,0,24,4,0,0,0,1,57,19,1,14.191,34.368,23.475,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,16,1,2,0,1,0,0,0,0,29,0,115,121.1156472
563,10,2,0,1,0,1,1,0,0,0,61,25,1,29.311,28.54,19.612,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,4,0,0,0,1,0,0,4,68.40713283,69,88.32679947
564,2,1,1,0,22,3,0,0,1,0,53,51,2,0,0,0,4,0,0,0,1,0,0,0,8,8,2,0,1,0,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,13,1,2,0,1,0,0,1,5.154,6,0,65,157.990506
565,15,1,1,0,6,4,0,0,0,1,59,42,1,14.415,35.44,21.74,1,1,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,4,0,0,0,1,0,0,5,97.72447548,69,96.96285816
566,11,1,1,0,19,2,0,1,0,0,98,21,2,0,0,0,4,0,0,0,1,0,0,0,8,8,2,0,1,0,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,18,1,4,0,0,0,1,1,2.052,0,0,100.052,81.92009141
567,11,1,1,0,24,4,0,0,0,1,81,19,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,18,1,4,0,0,0,1,0,0,22,0,125,74.4248078
568,12,2,0,1,31,2,0,1,0,0,93,58,1,27.922,31.771,16.95,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,1,5.074,0,87.95202793,98.074,146.8426625
569,15,1,1,0,33,2,0,1,0,0,117,45,2,0,0,0,5,0,0,0,0,1,0,0,6,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,18,1,1,1,0,0,0,0,0,0,2436,117,137.9057649
570,13,2,0,1,12,4,0,0,0,1,121,19,2,0,0,0,4,0,0,0,1,0,0,0,9,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,12,1,1,1,0,0,0,0,0,0,0,121,139.2910622
571,5,1,1,0,0,1,1,0,0,0,77,49,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0,15,195.448951,107,145.0965196
572,10,1,1,0,22,2,0,1,0,0,122,55,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,15,1,1,1,0,0,0,1,2.717,23,0,168,176.7738668
573,14,2,0,1,16,3,0,0,1,0,51,29,2,0,0,0,4,0,0,0,1,0,0,0,6,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,16,1,3,0,0,1,0,1,5.122,0,0,56.122,148.3990027
574,13,1,1,0,9,3,0,0,1,0,93,37,1,28.501,28.738,17.043,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,3,0,0,1,0,0,0,0,95.28136359,93,133.8973446
575,7,2,0,1,1,4,0,0,0,1,123,44,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,16,1,4,0,0,0,1,1,5.864,26,0,175,175.293289
576,9,1,1,0,16,2,0,1,0,0,64,23,1,10.539,36.902,25.412,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,1,3.212,7,156.3591608,78,78
577,3,2,0,1,0,2,0,1,0,0,35,40,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,13,1,3,0,0,1,0,0,0,30,0,95,75.80743818
578,12,1,1,0,18,3,0,0,1,0,132,47,1,35.619,38.146,11.727,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,1,7.682,21,0,174,180.2359565
579,13,1,1,0,5,4,0,0,0,1,89,27,1,17.997,38.466,27.982,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,11,1,2,0,1,0,0,1,4.657,20,0,129,139.8463442
580,7,1,1,0,0,1,1,0,0,0,42,27,2,0,0,0,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,1,5.667,5,58.63468529,52.667,79.0317261
581,10,2,0,1,0,2,0,1,0,0,88,50,1,32.183,25.39,16.178,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,11,1,2,0,1,0,0,1,3.363,23,0,134,143.0244734
582,1,1,1,0,29,2,0,1,0,0,41,31,1,38.242,29.184,28.27,4,0,0,0,1,0,0,0,4.5,6,1,1,0,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,16,1,1,1,0,0,0,1,3.337,3.5,0,49.5,49.5
583,7,1,1,0,0,1,1,0,0,0,59,50,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,19,1,2,0,1,0,0,1,3.196,26,0,111,149.4021419
584,8,1,1,0,28,3,0,0,1,0,129,26,2,0,0,0,1,1,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0,12,97.72447548,153,161.5951732
585,13,2,0,1,17,4,0,0,0,1,54,36,2,0,0,0,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,1,1,0,0,0,1,7.543,4,166.1316083,65.543,86.20838039
586,15,1,1,0,20,2,0,1,0,0,39,50,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,11,1,4,0,0,0,1,1,4.639,18,0,75,105.5563266
587,0,2,0,1,0,1,1,0,0,0,68,44,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,18,1,4,0,0,0,1,1,2.327,33,0,134,149.9811344
588,12,2,0,1,16,3,0,0,1,0,35,36,2,0,0,0,5,0,0,0,0,1,0,0,7,7,2,0,1,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,19,1,2,0,1,0,0,0,0,0,308,35,138.4954873
589,9,2,0,1,24,4,0,0,0,1,131,38,2,0,0,0,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,1,1,0,0,0,0,0,5,68.40713283,141,152.4631103
590,14,2,0,1,9,4,0,0,0,1,90,24,1,21.229,24.542,14.556,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,4,0,0,0,1,0,0,0,95.28136359,90,95.71369675
591,10,1,1,0,3,3,0,0,1,0,68,23,1,37.987,31.834,23.79,4,0,0,0,1,0,0,0,5.5,8,2,0,1,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,17,1,2,0,1,0,0,0,0,0,0,68,111.2115102
592,10,2,0,1,0,1,1,0,0,0,105,56,2,0,0,0,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,1,7.42,4,136.8142657,116.42,176.004592
593,14,1,1,0,9,2,0,1,0,0,95,29,2,0,0,0,4,0,0,0,1,0,0,0,5,8,3,0,0,1,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,19,1,4,0,0,0,1,0,0,0,0,95,85.36376479
594,10,1,1,0,4,4,0,0,0,1,62,34,1,29.221,29.34,26.969,2,0,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,3,0,0,1,0,0,0,5,109.9400349,72,105.5475892
595,11,1,1,0,0,1,1,0,0,0,65,35,1,14.795,35.618,20.251,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,1,7.563,1,58.63468529,73.563,89.22078968
596,13,1,1,0,25,2,0,1,0,0,110,30,1,16.214,36.545,11.968,5,0,0,0,0,1,0,0,6,9,3,0,0,1,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,12,1,3,0,0,1,0,0,0,0,2520,110,208.7180968
597,11,1,1,0,11,4,0,0,0,1,72,38,1,36.708,33.086,12.845,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,3,0,0,1,0,0,0,9,195.448951,90,120.6995109
598,1,1,1,0,9,3,0,0,1,0,43,54,2,0,0,0,4,0,0,0,1,0,0,0,7,6,1,1,0,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,12,1,1,1,0,0,0,0,0,6,0,54,98.18350167
599,13,2,0,1,5,4,0,0,0,1,87,50,1,20.215,31.71,17.705,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,0,0,1,136.8142657,89,149.4021419
600,13,2,0,1,10,3,0,0,1,0,71,21,2,0,0,0,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,4,0,0,0,1,0,0,1,68.40713283,73,82.1147799
601,1,1,1,0,21,4,0,0,0,1,66,17,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,1,1,0,0,0,0,0,10,53.74846151,86,87.66413178
602,11,2,0,1,0,1,1,0,0,0,50,50,2,0,0,0,3,0,0,1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,1,8.248,7,175.9040559,65.248,95.69379031
