DataPoint #,Frame Axle Mount Inset,Frame FCC Loading Style,Frame FCC Loading Style - Flush,Frame FCC Loading Style - Hanging,Frame Overbody Height,Frame Shape,Frame Shape - Box,Frame Shape - MUTT,Frame Shape - Protector,Frame Shape - SMSS,Frame Underbody Length,Frame Underbody Width,Offload Generator Present,Offload Generator Height,Offload Generator Length,Offload Generator Width,Running Gear Type,Running Gear Type - Four-Wheeled,Running Gear Type - Six-Wheeled,Running Gear Type - Eight-Wheeled,Running Gear Type - Oval Track,Running Gear Type - Trapazoidal Track,Running Gear Type - Parallelogram Track,Running Gear Type - Mattrack,Running Gear Back Mount Inset,Running Gear Front Mount Inset,Running Gear Drive Gear Radius,Running Gear Drive Gear Radius - 5,Running Gear Drive Gear Radius - 6,Running Gear Drive Gear Radius - 7,Running Gear Drive Gear Width,Running Gear Track Thickness,Running Gear Track Width,Running Gear Mattrack Ground Contract Length,Running Gear Mattrack Inset Length,Running Gear Mattrack Length,Running Gear Mattrack Track Width,Running Gear Road Wheel Radius,Running Gear Road Wheel Radius - 3.5,Running Gear Road Wheel Radius - 4,Running Gear Road Wheel Radius - 5,Running Gear Road Wheel Radius - 6,Running Gear Road Wheel Radius - 7,Running Gear Road Wheel Width,Running Gear Wheel Contact Patch Arc,Running Gear Wheel Radius,Running Gear Wheel Width,Steering Type Name,Steering Type Name - Pivot,Steering Type Name - Skid,Steering Type Name - Single Ackerman,Steering Type Name - Dual Ackerman,Winch Present,Winch Stowed Width
854,12,1,1,0,27,4,0,0,0,1,75,46,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,20,1,2,0,1,0,0,1,2.145
855,15,1,1,0,22,3,0,0,1,0,61,57,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,1,8.064
856,9,2,0,1,13,2,0,1,0,0,41,33,1,34.246,27.1,25.703,1,1,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,3,0,0,1,0,1,3.899
857,13,2,0,1,32,2,0,1,0,0,106,18,2,0,0,0,6,0,0,0,0,0,1,0,13,8,3,0,0,1,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,13,1,3,0,0,1,0,1,2.548
858,15,1,1,0,2,4,0,0,0,1,126,35,1,15.09,35.414,26.125,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,8.45
859,0,2,0,1,11,2,0,1,0,0,131,36,1,25.774,29.258,25.474,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,1,1,0,0,0,1,6.434
860,0,1,1,0,11,4,0,0,0,1,71,56,2,0,0,0,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,2,0,1,0,0,1,5.89
861,15,1,1,0,31,4,0,0,0,1,109,28,2,0,0,0,6,0,0,0,0,0,1,0,14,8,2,0,1,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,18,1,2,0,1,0,0,1,5.036
862,1,1,1,0,0,1,1,0,0,0,48,22,1,10.449,25.116,23.724,4,0,0,0,1,0,0,0,7,8,3,0,0,1,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,11,1,1,1,0,0,0,0,0
863,14,2,0,1,8,3,0,0,1,0,92,21,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,14,1,4,0,0,0,1,0,0
864,8,2,0,1,6,4,0,0,0,1,89,25,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,1,6.92
865,10,2,0,1,16,4,0,0,0,1,77,52,1,22.148,23.237,18.567,4,0,0,0,1,0,0,0,9,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,19,1,4,0,0,0,1,0,0
866,3,1,1,0,3,2,0,1,0,0,66,49,2,0,0,0,5,0,0,0,0,1,0,0,5,8,3,0,0,1,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,18,1,4,0,0,0,1,0,0
867,7,2,0,1,15,4,0,0,0,1,58,39,2,0,0,0,6,0,0,0,0,0,1,0,19,6,1,1,0,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,15,1,3,0,0,1,0,1,4.63
868,14,1,1,0,0,1,1,0,0,0,54,21,1,29.495,28.582,23.475,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,17,1,2,0,1,0,0,1,4.116
869,12,1,1,0,21,2,0,1,0,0,66,19,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,11,1,3,0,0,1,0,0,0
870,7,2,0,1,15,4,0,0,0,1,127,47,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,14,1,4,0,0,0,1,1,5.082
871,0,1,1,0,0,2,0,1,0,0,72,50,1,20.449,23.515,16.781,6,0,0,0,0,0,1,0,23,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,18,1,1,1,0,0,0,0,0
872,5,1,1,0,31,3,0,0,1,0,60,54,2,0,0,0,2,0,1,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,1,1,0,0,0,1,5.33
873,1,2,0,1,8,2,0,1,0,0,132,58,1,33.696,24.896,16.502,5,0,0,0,0,1,0,0,6,7,2,0,1,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,13,1,3,0,0,1,0,1,7.827
874,6,2,0,1,18,3,0,0,1,0,91,31,2,0,0,0,5,0,0,0,0,1,0,0,5,8,3,0,0,1,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,11,1,3,0,0,1,0,0,0
875,9,1,1,0,5,3,0,0,1,0,46,57,2,0,0,0,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,0,0
876,1,2,0,1,18,2,0,1,0,0,65,17,2,0,0,0,2,0,1,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,0,0
877,11,1,1,0,26,3,0,0,1,0,88,24,2,0,0,0,4,0,0,0,1,0,0,0,6,7,2,0,1,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,12,1,4,0,0,0,1,1,5.863
878,0,1,1,0,0,1,1,0,0,0,93,57,1,18.252,36.053,21.564,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,0,0
879,11,1,1,0,32,4,0,0,0,1,84,57,2,0,0,0,3,0,0,1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,0,0
880,9,2,0,1,0,1,1,0,0,0,56,38,2,0,0,0,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,2,0,1,0,0,1,8.33
881,3,1,1,0,31,3,0,0,1,0,101,29,2,0,0,0,4,0,0,0,1,0,0,0,8,8,3,0,0,1,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,11,1,1,1,0,0,0,0,0
882,6,2,0,1,29,4,0,0,0,1,74,23,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,4,0,0,0,1,1,6.324
883,7,2,0,1,20,4,0,0,0,1,48,42,2,0,0,0,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,0,0
884,12,1,1,0,2,3,0,0,1,0,45,36,1,17.063,35.763,13.433,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,14,1,3,0,0,1,0,1,4.689
885,0,1,1,0,3,4,0,0,0,1,44,36,2,0,0,0,6,0,0,0,0,0,1,0,22,7,2,0,1,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,11,1,4,0,0,0,1,1,7.063
886,15,2,0,1,18,4,0,0,0,1,85,34,2,0,0,0,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,3,0,0,1,0,1,6.353
887,14,2,0,1,2,2,0,1,0,0,116,37,1,22.243,26.627,12.072,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,17,1,4,0,0,0,1,0,0
888,10,2,0,1,4,4,0,0,0,1,81,23,1,22.188,25.245,20.275,5,0,0,0,0,1,0,0,7,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,11,1,4,0,0,0,1,1,3.85
889,0,2,0,1,0,1,1,0,0,0,55,53,1,32.168,38.41,19.847,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,17,1,4,0,0,0,1,1,6.383
890,5,2,0,1,0,1,1,0,0,0,90,32,1,15.235,24.814,19.384,5,0,0,0,0,1,0,0,7,8,2,0,1,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,16,1,4,0,0,0,1,1,2.457
891,1,1,1,0,11,2,0,1,0,0,51,33,2,0,0,0,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,1,5.268
892,8,1,1,0,10,4,0,0,0,1,106,19,1,33.941,25.242,25.751,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,20,1,4,0,0,0,1,1,3.225
893,13,2,0,1,0,1,1,0,0,0,69,58,1,17.023,33.028,25.551,4,0,0,0,1,0,0,0,6,7,2,0,1,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,11,1,3,0,0,1,0,1,6.434
894,2,2,0,1,24,2,0,1,0,0,67,39,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,1,6.803
895,14,1,1,0,0,1,1,0,0,0,119,38,2,0,0,0,6,0,0,0,0,0,1,0,22,7,2,0,1,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,11,1,4,0,0,0,1,0,0
896,12,2,0,1,30,3,0,0,1,0,132,30,2,0,0,0,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,0,0
897,13,2,0,1,0,1,1,0,0,0,46,29,2,0,0,0,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,0,0
898,9,2,0,1,9,4,0,0,0,1,102,37,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,17,1,2,0,1,0,0,1,4.845
899,14,2,0,1,0,1,1,0,0,0,110,30,2,0,0,0,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,1,1,0,0,0,1,4.386
900,15,1,1,0,31,3,0,0,1,0,117,19,2,0,0,0,5,0,0,0,0,1,0,0,8,6,1,1,0,0,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,13,1,2,0,1,0,0,1,3.642
901,14,1,1,0,16,3,0,0,1,0,45,36,2,0,0,0,2,0,1,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,2,0,1,0,0,0,0
902,10,2,0,1,1,3,0,0,1,0,128,43,1,38.921,27.266,20.789,5,0,0,0,0,1,0,0,7,9,3,0,0,1,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,14,1,2,0,1,0,0,1,2.631
903,12,1,1,0,20,3,0,0,1,0,106,35,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,11,1,4,0,0,0,1,1,5.066
904,9,2,0,1,10,2,0,1,0,0,36,21,2,0,0,0,5,0,0,0,0,1,0,0,8,7,2,0,1,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,14,1,3,0,0,1,0,1,6.237
905,5,2,0,1,12,2,0,1,0,0,44,17,2,0,0,0,5,0,0,0,0,1,0,0,6,9,3,0,0,1,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,16,1,1,1,0,0,0,0,0
906,8,1,1,0,27,2,0,1,0,0,97,36,2,0,0,0,4,0,0,0,1,0,0,0,7,8,3,0,0,1,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,11,1,2,0,1,0,0,1,3.368
907,12,2,0,1,1,3,0,0,1,0,123,45,1,15.01,36.518,12.678,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,1,3.463
908,10,2,0,1,4,2,0,1,0,0,73,50,2,0,0,0,6,0,0,0,0,0,1,0,16,7,2,0,1,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,18,1,2,0,1,0,0,0,0
909,4,1,1,0,2,4,0,0,0,1,71,54,2,0,0,0,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,4,0,0,0,1,0,0
910,6,2,0,1,16,4,0,0,0,1,126,22,1,12.437,28.392,27.818,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,2,0,1,0,0,0,0
911,12,1,1,0,31,2,0,1,0,0,118,45,1,31.583,27.332,26.541,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,7.832
912,7,2,0,1,16,2,0,1,0,0,36,46,1,18.936,25.768,29.328,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,2,0,1,0,0,1,6.423
913,2,1,1,0,4,3,0,0,1,0,128,24,1,21.309,35.385,21.968,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,3,0,0,1,0,0,0
914,2,1,1,0,0,1,1,0,0,0,50,38,2,0,0,0,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,0,0
915,3,2,0,1,20,4,0,0,0,1,125,48,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,3,0,0,1,0,0,0
916,3,2,0,1,15,3,0,0,1,0,131,20,1,10.679,36.479,28.044,4,0,0,0,1,0,0,0,9,8,2,0,1,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,20,1,2,0,1,0,0,0,0
917,7,2,0,1,0,1,1,0,0,0,71,28,2,0,0,0,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,1,5.246
918,11,2,0,1,18,2,0,1,0,0,48,56,2,0,0,0,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,2,0,1,0,0,1,3.296
919,5,2,0,1,17,4,0,0,0,1,43,54,1,38.277,30.661,16.169,5,0,0,0,0,1,0,0,7,7,1,1,0,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,17,1,2,0,1,0,0,0,0
920,14,2,0,1,7,2,0,1,0,0,101,51,1,18.237,29.911,27.304,3,0,0,1,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,2,0,1,0,0,0,0
921,7,1,1,0,0,1,1,0,0,0,103,50,1,27.912,29.324,25.557,6,0,0,0,0,0,1,0,13,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,14,1,4,0,0,0,1,0,0
922,6,1,1,0,12,3,0,0,1,0,37,21,2,0,0,0,6,0,0,0,0,0,1,0,14,7,1,1,0,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,18,1,1,1,0,0,0,0,0
923,2,1,1,0,1,4,0,0,0,1,67,54,2,0,0,0,6,0,0,0,0,0,1,0,20,9,3,0,0,1,13,2,14,0,0,0,0,4,0,0,0,1,0,0,0,14,1,1,1,0,0,0,1,7.511
924,3,2,0,1,0,1,1,0,0,0,108,20,2,0,0,0,5,0,0,0,0,1,0,0,5,6,1,1,0,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,18,1,3,0,0,1,0,0,0
925,7,1,1,0,18,2,0,1,0,0,45,48,1,37.288,38.479,17.295,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,20,1,4,0,0,0,1,0,0
926,13,1,1,0,24,2,0,1,0,0,56,39,1,12.243,25.459,24.535,4,0,0,0,1,0,0,0,7,7,1,1,0,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,15,1,1,1,0,0,0,0,0
927,12,1,1,0,24,4,0,0,0,1,59,56,1,14.735,26.357,13.109,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,4,0,0,0,1,0,0
928,3,1,1,0,29,4,0,0,0,1,39,32,1,20.23,30.286,16.356,6,0,0,0,0,0,1,0,14,9,3,0,0,1,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,14,1,1,1,0,0,0,0,0
929,11,2,0,1,0,1,1,0,0,0,95,21,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,14,1,2,0,1,0,0,1,7.66
930,0,1,1,0,31,3,0,0,1,0,107,47,2,0,0,0,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,3,0,0,1,0,1,5.376
931,4,1,1,0,0,1,1,0,0,0,50,41,1,33.631,26.88,13.207,5,0,0,0,0,1,0,0,5,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,12,1,2,0,1,0,0,0,0
932,9,1,1,0,18,3,0,0,1,0,128,21,2,0,0,0,6,0,0,0,0,0,1,0,16,8,3,0,0,1,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,14,1,4,0,0,0,1,0,0
933,14,1,1,0,29,3,0,0,1,0,91,50,1,33.212,38.001,26.817,6,0,0,0,0,0,1,0,13,8,3,0,0,1,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,14,1,4,0,0,0,1,1,4.331
934,3,1,1,0,0,1,1,0,0,0,74,26,1,17.318,23.816,20.465,4,0,0,0,1,0,0,0,7,8,3,0,0,1,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,16,1,4,0,0,0,1,1,4.155
935,13,1,1,0,3,3,0,0,1,0,87,41,1,13.097,29.118,25.008,5,0,0,0,0,1,0,0,4.5,8,3,0,0,1,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,16,1,2,0,1,0,0,0,0
936,12,2,0,1,0,1,1,0,0,0,86,33,2,0,0,0,4,0,0,0,1,0,0,0,8,7,2,0,1,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,19,1,1,1,0,0,0,0,0
937,7,1,1,0,27,4,0,0,0,1,128,18,2,0,0,0,4,0,0,0,1,0,0,0,4.5,7,2,0,1,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,18,1,1,1,0,0,0,0,0
938,3,1,1,0,1,3,0,0,1,0,35,29,2,0,0,0,4,0,0,0,1,0,0,0,7,9,3,0,0,1,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,18,1,1,1,0,0,0,0,0
939,4,2,0,1,25,3,0,0,1,0,71,24,2,0,0,0,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,1,1,0,0,0,1,8.567
940,6,2,0,1,22,4,0,0,0,1,109,19,2,0,0,0,5,0,0,0,0,1,0,0,4.5,7,2,0,1,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,15,1,3,0,0,1,0,1,2.625
941,3,2,0,1,0,1,1,0,0,0,45,54,2,0,0,0,4,0,0,0,1,0,0,0,5.5,9,3,0,0,1,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,16,1,3,0,0,1,0,1,4.851
942,9,1,1,0,18,3,0,0,1,0,87,42,2,0,0,0,5,0,0,0,0,1,0,0,5.5,7,1,1,0,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,20,1,1,1,0,0,0,0,0
943,8,2,0,1,0,1,1,0,0,0,102,51,1,35.964,29.879,24.452,6,0,0,0,0,0,1,0,19,7,2,0,1,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,14,1,1,1,0,0,0,1,5.731
944,1,2,0,1,24,2,0,1,0,0,42,39,1,23.486,32.788,23.068,6,0,0,0,0,0,1,0,20,9,3,0,0,1,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,15,1,2,0,1,0,0,1,5.446
945,14,1,1,0,0,1,1,0,0,0,60,49,1,35.744,23.158,18.356,5,0,0,0,0,1,0,0,4.5,7,2,0,1,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,15,1,4,0,0,0,1,0,0
946,0,1,1,0,31,3,0,0,1,0,55,51,2,0,0,0,6,0,0,0,0,0,1,0,22,7,2,0,1,0,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,20,1,3,0,0,1,0,0,0
947,14,1,1,0,29,3,0,0,1,0,94,32,1,26.493,23.19,18.831,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,0,0
948,0,1,1,0,24,3,0,0,1,0,57,43,2,0,0,0,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,4,0,0,0,1,1,3.052
949,0,2,0,1,25,3,0,0,1,0,110,27,2,0,0,0,6,0,0,0,0,0,1,0,22,6,1,1,0,0,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,14,1,3,0,0,1,0,0,0
950,14,2,0,1,29,3,0,0,1,0,73,43,1,28.521,35.285,28.421,6,0,0,0,0,0,1,0,23,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,14,1,1,1,0,0,0,1,7.335
951,0,1,1,0,0,1,1,0,0,0,67,38,1,34.086,25.676,18.163,4,0,0,0,1,0,0,0,4.5,7,2,0,1,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,17,1,1,1,0,0,0,1,5.155
952,15,2,0,1,0,1,1,0,0,0,83,23,2,0,0,0,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,2,0,1,0,0,1,2.471
953,4,2,0,1,1,4,0,0,0,1,41,32,1,26.938,24.828,16.386,5,0,0,0,0,1,0,0,5,7,2,0,1,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,18,1,4,0,0,0,1,0,0
954,4,2,0,1,0,1,1,0,0,0,125,20,1,11.738,28.854,13.216,4,0,0,0,1,0,0,0,4.5,8,3,0,0,1,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,17,1,3,0,0,1,0,1,7.364
955,13,1,1,0,21,2,0,1,0,0,116,53,1,37.253,36.791,27.747,4,0,0,0,1,0,0,0,6,8,3,0,0,1,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,13,1,4,0,0,0,1,0,0
956,14,2,0,1,0,1,1,0,0,0,86,49,1,30.494,26.973,12.687,6,0,0,0,0,0,1,0,13,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,19,1,2,0,1,0,0,0,0
957,6,2,0,1,15,4,0,0,0,1,70,22,2,0,0,0,4,0,0,0,1,0,0,0,7,7,1,1,0,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,18,1,2,0,1,0,0,1,4.906
958,2,1,1,0,10,4,0,0,0,1,35,41,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,14,1,2,0,1,0,0,1,5.25
959,9,1,1,0,17,3,0,0,1,0,109,37,2,0,0,0,6,0,0,0,0,0,1,0,11.5,7,2,0,1,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,19,1,4,0,0,0,1,1,6.137
960,0,2,0,1,0,1,1,0,0,0,104,20,2,0,0,0,4,0,0,0,1,0,0,0,9,7,1,1,0,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,12,1,2,0,1,0,0,0,0
961,7,2,0,1,7,2,0,1,0,0,57,52,1,28.092,36.558,19.993,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,1,1,0,0,0,0,0
962,3,1,1,0,32,2,0,1,0,0,60,58,1,16.933,24.323,21.027,5,0,0,0,0,1,0,0,5,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,14,1,1,1,0,0,0,0,0
963,6,1,1,0,8,3,0,0,1,0,50,18,1,34.026,31.174,17.586,6,0,0,0,0,0,1,0,12.5,8,2,0,1,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,20,1,2,0,1,0,0,1,5.227
964,5,1,1,0,7,2,0,1,0,0,81,46,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,20,1,1,1,0,0,0,1,6.829
965,10,1,1,0,24,3,0,0,1,0,99,26,1,13.202,33.245,23.279,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,18,1,1,1,0,0,0,0,0
966,14,1,1,0,25,4,0,0,0,1,78,53,2,0,0,0,6,0,0,0,0,0,1,0,13,6,1,1,0,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,17,1,3,0,0,1,0,1,7.421
967,2,1,1,0,27,2,0,1,0,0,83,17,2,0,0,0,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,7.681
968,8,2,0,1,21,2,0,1,0,0,130,23,2,0,0,0,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,2,0,1,0,0,1,5.56
