DataPoint #,Frame Axle Mount Inset,Frame FCC Loading Style,Frame FCC Loading Style - Flush,Frame FCC Loading Style - Hanging,Frame Overbody Height,Frame Shape,Frame Shape - Box,Frame Shape - MUTT,Frame Shape - Protector,Frame Shape - SMSS,Frame Underbody Length,Frame Underbody Width,Offload Generator Present,Offload Generator Height,Offload Generator Length,Offload Generator Width,Running Gear Type,Running Gear Type - Four-Wheeled,Running Gear Type - Six-Wheeled,Running Gear Type - Eight-Wheeled,Running Gear Type - Oval Track,Running Gear Type - Trapazoidal Track,Running Gear Type - Parallelogram Track,Running Gear Type - Mattrack,Running Gear Back Mount Inset,Running Gear Front Mount Inset,Running Gear Drive Gear Radius,Running Gear Drive Gear Radius - 5,Running Gear Drive Gear Radius - 6,Running Gear Drive Gear Radius - 7,Running Gear Drive Gear Width,Running Gear Track Thickness,Running Gear Track Width,Running Gear Mattrack Ground Contract Length,Running Gear Mattrack Inset Length,Running Gear Mattrack Length,Running Gear Mattrack Track Width,Running Gear Road Wheel Radius,Running Gear Road Wheel Radius - 3.5,Running Gear Road Wheel Radius - 4,Running Gear Road Wheel Radius - 5,Running Gear Road Wheel Radius - 6,Running Gear Road Wheel Radius - 7,Running Gear Road Wheel Width,Running Gear Wheel Contact Patch Arc,Running Gear Wheel Radius,Running Gear Wheel Width,Steering Type Name,Steering Type Name - Pivot,Steering Type Name - Skid,Steering Type Name - Single Ackerman,Steering Type Name - Dual Ackerman,Winch Present,Winch Stowed Width
1,5,1,1,0,0,1,1,0,0,0,44,19,1,24.86,28.323,22.441,6,0,0,0,0,0,1,0,12.5,9,3,0,0,1,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,16,1,3,0,0,1,0,0,0
2,4,2,0,1,6,4,0,0,0,1,92,37,1,26.229,35.977,13.617,2,0,1,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,3,0,0,1,0,0,0
3,4,1,1,0,14,2,0,1,0,0,131,47,1,31.244,34.925,25.688,6,0,0,0,0,0,1,0,16,7,2,0,1,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,13,1,1,1,0,0,0,1,4.524
4,13,1,1,0,31,3,0,0,1,0,47,22,1,15.03,36.587,16.419,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,11,1,4,0,0,0,1,1,5.61
5,11,1,1,0,8,3,0,0,1,0,68,44,1,32.248,30.962,14.461,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,15,1,3,0,0,1,0,0,0
6,14,1,1,0,7,3,0,0,1,0,127,21,1,32.323,29.824,24.357,6,0,0,0,0,0,1,0,16,7,2,0,1,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,12,1,4,0,0,0,1,1,3.675
7,4,2,0,1,30,3,0,0,1,0,59,31,1,20.709,23.528,28.888,5,0,0,0,0,1,0,0,6,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,15,1,3,0,0,1,0,0,0
8,14,1,1,0,2,4,0,0,0,1,34,19,2,0,0,0,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,0,0
9,15,2,0,1,0,1,1,0,0,0,77,22,1,13.931,25.76,13.667,6,0,0,0,0,0,1,0,22,7,2,0,1,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,11,1,1,1,0,0,0,0,0
10,9,2,0,1,11,3,0,0,1,0,40,44,2,0,0,0,4,0,0,0,1,0,0,0,8,8,3,0,0,1,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,19,1,1,1,0,0,0,1,8.708
11,10,1,1,0,0,1,1,0,0,0,41,57,2,0,0,0,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,1,5.597
12,8,1,1,0,0,1,1,0,0,0,92,49,2,0,0,0,1,1,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0
13,0,1,1,0,32,4,0,0,0,1,122,29,1,21.843,28.973,18.561,5,0,0,0,0,1,0,0,6,7,2,0,1,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,13,1,4,0,0,0,1,1,2.846
14,9,2,0,1,0,1,1,0,0,0,55,28,2,0,0,0,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,1,1,0,0,0,1,6.306
15,9,1,1,0,0,4,0,0,0,1,52,39,2,0,0,0,4,0,0,0,1,0,0,0,6,6,1,1,0,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,20,1,1,1,0,0,0,1,6.392
16,5,1,1,0,22,3,0,0,1,0,85,35,1,33.476,33.765,28.733,4,0,0,0,1,0,0,0,9,8,2,0,1,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,16,1,2,0,1,0,0,0,0
17,12,2,0,1,16,4,0,0,0,1,43,21,2,0,0,0,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,3,0,0,1,0,0,0
18,12,1,1,0,33,4,0,0,0,1,39,37,2,0,0,0,6,0,0,0,0,0,1,0,23,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,17,1,1,1,0,0,0,0,0
19,9,1,1,0,20,2,0,1,0,0,51,20,1,30.09,30.719,20.64,4,0,0,0,1,0,0,0,5.5,9,3,0,0,1,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,20,1,2,0,1,0,0,0,0
20,8,1,1,0,23,4,0,0,0,1,85,49,1,38.102,25.221,27.789,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,0,0
21,1,2,0,1,19,4,0,0,0,1,129,18,2,0,0,0,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,3,0,0,1,0,1,7.165
22,14,2,0,1,29,4,0,0,0,1,90,22,1,33.357,33.551,14.473,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,1,2.163
23,12,2,0,1,0,1,1,0,0,0,56,45,2,0,0,0,6,0,0,0,0,0,1,0,11.5,6,1,1,0,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,1,0,0,0,1,2.166
24,15,2,0,1,10,3,0,0,1,0,52,23,1,28.876,31.805,14.621,4,0,0,0,1,0,0,0,6,8,2,0,1,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,15,1,4,0,0,0,1,1,3.944
25,7,1,1,0,6,2,0,1,0,0,46,38,2,0,0,0,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,1,3.322
26,1,1,1,0,28,2,0,1,0,0,122,26,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,0,0
27,13,2,0,1,29,3,0,0,1,0,93,17,2,0,0,0,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,1,7.334
28,4,2,0,1,24,3,0,0,1,0,91,32,2,0,0,0,5,0,0,0,0,1,0,0,5.5,9,3,0,0,1,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,16,1,3,0,0,1,0,0,0
29,13,2,0,1,8,2,0,1,0,0,120,32,2,0,0,0,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,3,0,0,1,0,1,8.092
30,12,1,1,0,5,4,0,0,0,1,59,43,2,0,0,0,2,0,1,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,0,0
31,0,1,1,0,27,2,0,1,0,0,48,53,2,0,0,0,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,3,0,0,1,0,1,8.044
32,15,1,1,0,11,3,0,0,1,0,49,56,2,0,0,0,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,4,0,0,0,1,1,5.467
33,13,1,1,0,0,1,1,0,0,0,113,17,2,0,0,0,6,0,0,0,0,0,1,0,19,8,3,0,0,1,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,20,1,4,0,0,0,1,0,0
34,11,1,1,0,28,4,0,0,0,1,59,27,2,0,0,0,3,0,0,1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,4,0,0,0,1,1,3.522
35,1,1,1,0,0,1,1,0,0,0,54,56,2,0,0,0,4,0,0,0,1,0,0,0,5,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,19,1,3,0,0,1,0,1,4.815
36,0,1,1,0,33,4,0,0,0,1,65,44,1,19.39,27.948,24.021,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,0,0
37,6,1,1,0,0,1,1,0,0,0,115,56,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,13,1,4,0,0,0,1,1,6.648
38,8,2,0,1,22,3,0,0,1,0,50,37,1,13.946,28.046,19.826,6,0,0,0,0,0,1,0,14,8,2,0,1,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,13,1,3,0,0,1,0,1,4.227
39,9,1,1,0,0,1,1,0,0,0,124,45,2,0,0,0,4,0,0,0,1,0,0,0,6,7,2,0,1,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,16,1,4,0,0,0,1,0,0
40,5,1,1,0,14,4,0,0,0,1,79,40,2,0,0,0,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,1,2.553
41,3,1,1,0,17,2,0,1,0,0,110,28,1,20.27,32.838,23.231,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,2,0,1,0,0,1,4.72
42,8,2,0,1,5,4,0,0,0,1,111,22,1,39.395,24.407,23.537,2,0,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,2,0,1,0,0,1,7.983
43,15,2,0,1,25,2,0,1,0,0,37,37,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,0,0
44,14,1,1,0,13,2,0,1,0,0,125,19,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,17,1,4,0,0,0,1,0,0
45,12,2,0,1,20,4,0,0,0,1,65,47,1,28.576,37.676,27.536,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,2,0,1,0,0,0,0
46,4,1,1,0,28,3,0,0,1,0,129,47,2,0,0,0,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,0,0
47,9,2,0,1,30,4,0,0,0,1,129,19,2,0,0,0,6,0,0,0,0,0,1,0,13,7,2,0,1,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,20,1,1,1,0,0,0,0,0
48,5,2,0,1,11,4,0,0,0,1,40,44,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,11,1,3,0,0,1,0,1,6.49
49,1,1,1,0,30,3,0,0,1,0,78,23,2,0,0,0,6,0,0,0,0,0,1,0,22,8,3,0,0,1,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,14,1,3,0,0,1,0,0,0
50,15,1,1,0,9,3,0,0,1,0,60,55,2,0,0,0,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,0,0
51,3,2,0,1,27,2,0,1,0,0,119,27,2,0,0,0,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,0,0
52,15,2,0,1,19,3,0,0,1,0,70,55,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,15,1,4,0,0,0,1,0,0
53,13,2,0,1,0,1,1,0,0,0,124,47,1,28.541,35.982,12.381,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,1,5.094
54,0,2,0,1,0,2,0,1,0,0,37,32,1,11.893,23.48,19.158,5,0,0,0,0,1,0,0,4.5,7,2,0,1,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,1,0,0,0,1,6.487
55,14,1,1,0,10,4,0,0,0,1,107,16,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,13,1,1,1,0,0,0,1,6.49
56,12,1,1,0,33,4,0,0,0,1,52,21,2,0,0,0,1,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,1,2.72
57,5,1,1,0,17,2,0,1,0,0,106,36,1,17.118,26.793,25.035,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,4,0,0,0,1,1,2.589
58,8,1,1,0,0,1,1,0,0,0,54,27,2,0,0,0,4,0,0,0,1,0,0,0,7,9,3,0,0,1,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,16,1,4,0,0,0,1,1,3.426
59,0,1,1,0,18,2,0,1,0,0,128,47,1,21.853,23.581,12.286,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,1,4.162
60,13,2,0,1,16,2,0,1,0,0,99,31,2,0,0,0,4,0,0,0,1,0,0,0,9,8,2,0,1,0,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,17,1,1,1,0,0,0,0,0
61,11,2,0,1,6,4,0,0,0,1,67,32,1,27.288,37.393,12.506,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,3,0,0,1,0,0,0
62,11,2,0,1,6,3,0,0,1,0,73,52,1,35.574,27.499,16.763,5,0,0,0,0,1,0,0,8,9,3,0,0,1,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,16,1,3,0,0,1,0,1,4.667
63,0,1,1,0,27,3,0,0,1,0,66,16,1,30.714,29.258,15.171,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,8.476
64,8,2,0,1,15,3,0,0,1,0,80,41,1,32.103,27.327,19.654,6,0,0,0,0,0,1,0,22,7,2,0,1,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,17,1,4,0,0,0,1,0,0
65,14,1,1,0,11,2,0,1,0,0,50,23,2,0,0,0,2,0,1,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0
66,11,1,1,0,2,2,0,1,0,0,124,57,1,37.987,30.011,22.985,6,0,0,0,0,0,1,0,22,8,3,0,0,1,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,19,1,4,0,0,0,1,0,0
67,13,1,1,0,33,2,0,1,0,0,105,25,2,0,0,0,6,0,0,0,0,0,1,0,11.5,6,1,1,0,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,15,1,2,0,1,0,0,1,6.127
68,10,1,1,0,0,1,1,0,0,0,107,19,2,0,0,0,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,0,0
69,7,2,0,1,6,4,0,0,0,1,85,44,2,0,0,0,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,1,3.703
70,1,2,0,1,19,3,0,0,1,0,89,18,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,17,1,2,0,1,0,0,1,7.544
71,14,2,0,1,0,2,0,1,0,0,39,54,1,16.314,31.805,29.185,4,0,0,0,1,0,0,0,7,6,1,1,0,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,19,1,1,1,0,0,0,0,0
72,7,1,1,0,0,1,1,0,0,0,53,50,2,0,0,0,6,0,0,0,0,0,1,0,16,8,3,0,0,1,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,19,1,2,0,1,0,0,1,4.897
73,9,1,1,0,6,2,0,1,0,0,56,49,1,32.587,23.094,13.183,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,0,0
74,8,1,1,0,0,1,1,0,0,0,87,24,1,17.113,25.594,16.956,5,0,0,0,0,1,0,0,6,9,3,0,0,1,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,20,1,4,0,0,0,1,0,0
75,7,1,1,0,5,3,0,0,1,0,38,32,1,12.258,38.45,26.948,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,1,2.875
76,0,1,1,0,2,2,0,1,0,0,74,22,2,0,0,0,4,0,0,0,1,0,0,0,6,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,11,1,4,0,0,0,1,0,0
77,11,2,0,1,22,2,0,1,0,0,90,58,2,0,0,0,6,0,0,0,0,0,1,0,13,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,18,1,4,0,0,0,1,1,8.628
78,0,2,0,1,0,3,0,0,1,0,40,20,1,25.22,26.632,29.289,5,0,0,0,0,1,0,0,5,6,1,1,0,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,14,1,1,1,0,0,0,0,0
79,7,1,1,0,32,3,0,0,1,0,84,23,2,0,0,0,6,0,0,0,0,0,1,0,19,8,3,0,0,1,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,18,1,4,0,0,0,1,1,4.183
80,10,2,0,1,13,2,0,1,0,0,86,54,1,25.225,26.534,24.939,6,0,0,0,0,0,1,0,16,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,16,1,2,0,1,0,0,1,7.105
81,9,2,0,1,0,1,1,0,0,0,63,57,1,36.633,28.45,13.531,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,0,0
82,15,2,0,1,4,2,0,1,0,0,71,25,1,23.741,25.924,22.179,4,0,0,0,1,0,0,0,5,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,12,1,3,0,0,1,0,1,6.653
83,2,2,0,1,2,2,0,1,0,0,42,46,1,28.496,31.29,20.664,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,7.741
84,14,2,0,1,0,1,1,0,0,0,71,56,1,12.537,32.418,22.99,4,0,0,0,1,0,0,0,6,9,3,0,0,1,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,12,1,4,0,0,0,1,1,5.335
85,11,2,0,1,15,2,0,1,0,0,40,37,2,0,0,0,5,0,0,0,0,1,0,0,9,8,2,0,1,0,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,13,1,4,0,0,0,1,1,3.201
86,14,1,1,0,18,2,0,1,0,0,82,34,2,0,0,0,1,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,3,0,0,1,0,0,0
87,8,1,1,0,9,3,0,0,1,0,103,18,1,33.312,24.009,24.636,1,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,0,0
88,11,1,1,0,0,1,1,0,0,0,121,48,2,0,0,0,4,0,0,0,1,0,0,0,6,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,11,1,3,0,0,1,0,0,0
89,1,1,1,0,0,1,1,0,0,0,106,28,2,0,0,0,5,0,0,0,0,1,0,0,5,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,19,1,1,1,0,0,0,1,6.943
90,10,1,1,0,26,2,0,1,0,0,105,25,2,0,0,0,5,0,0,0,0,1,0,0,6,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,19,1,3,0,0,1,0,0,0
91,10,1,1,0,22,3,0,0,1,0,113,52,1,14.75,27.604,22.586,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,12,1,1,1,0,0,0,0,0
92,15,2,0,1,17,2,0,1,0,0,130,36,1,13.322,31.086,12.443,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,11,1,4,0,0,0,1,0,0
93,9,1,1,0,24,3,0,0,1,0,123,53,2,0,0,0,6,0,0,0,0,0,1,0,12.5,8,2,0,1,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,15,1,3,0,0,1,0,0,0
94,13,1,1,0,25,3,0,0,1,0,108,23,1,13.112,34.41,25.486,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,19,1,2,0,1,0,0,1,4.561
95,6,2,0,1,0,1,1,0,0,0,118,40,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,18,1,1,1,0,0,0,1,2.284
96,6,1,1,0,4,2,0,1,0,0,112,21,1,16.863,36.732,26.992,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,1,4.284
97,12,2,0,1,32,4,0,0,0,1,132,22,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,18,1,2,0,1,0,0,0,0
98,2,1,1,0,6,2,0,1,0,0,95,35,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,15,1,1,1,0,0,0,1,4.762
99,3,1,1,0,17,2,0,1,0,0,47,45,2,0,0,0,6,0,0,0,0,0,1,0,23,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,18,1,3,0,0,1,0,0,0
100,14,2,0,1,17,2,0,1,0,0,100,56,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,13,1,2,0,1,0,0,1,3.649
101,11,2,0,1,18,3,0,0,1,0,40,34,1,32.363,30.355,26.811,5,0,0,0,0,1,0,0,8,7,2,0,1,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,14,1,1,1,0,0,0,0,0
102,7,2,0,1,21,2,0,1,0,0,63,30,2,0,0,0,6,0,0,0,0,0,1,0,23,8,2,0,1,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,15,1,4,0,0,0,1,0,0
103,13,2,0,1,11,2,0,1,0,0,45,45,1,24.181,31.372,12.304,4,0,0,0,1,0,0,0,6,8,2,0,1,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,16,1,3,0,0,1,0,1,7.876
104,1,1,1,0,25,2,0,1,0,0,70,46,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,14,1,4,0,0,0,1,1,8.118
105,9,2,0,1,0,1,1,0,0,0,38,46,2,0,0,0,6,0,0,0,0,0,1,0,14,8,2,0,1,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,15,1,1,1,0,0,0,1,2.66
106,7,2,0,1,22,2,0,1,0,0,101,55,2,0,0,0,6,0,0,0,0,0,1,0,22,6,1,1,0,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,12,1,2,0,1,0,0,0,0
107,14,2,0,1,12,4,0,0,0,1,44,54,1,25.859,37.269,25.159,5,0,0,0,0,1,0,0,7,8,3,0,0,1,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,12,1,4,0,0,0,1,0,0
108,12,2,0,1,0,1,1,0,0,0,70,40,1,39.54,27.356,18.932,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,14,1,4,0,0,0,1,0,0
109,15,2,0,1,27,3,0,0,1,0,118,34,2,0,0,0,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,3,0,0,1,0,0,0
110,9,1,1,0,0,1,1,0,0,0,69,55,2,0,0,0,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,1,4.482
111,13,1,1,0,0,1,1,0,0,0,66,51,2,0,0,0,5,0,0,0,0,1,0,0,6,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,20,1,4,0,0,0,1,0,0
112,3,2,0,1,32,3,0,0,1,0,59,26,1,27.757,37.755,27.411,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,3,0,0,1,0,1,5.282
113,15,2,0,1,23,4,0,0,0,1,112,18,2,0,0,0,3,0,0,1,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,1,6.175
114,5,1,1,0,25,2,0,1,0,0,63,43,1,27.992,35.549,15.094,5,0,0,0,0,1,0,0,7,9,3,0,0,1,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,13,1,3,0,0,1,0,1,4.988
115,6,1,1,0,8,2,0,1,0,0,47,41,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,15,1,4,0,0,0,1,0,0
